,Gene,Gene_name,Vanc_l2fc,Vanc_q,Rif_l2fc,Rif_q,INH_l2fc,INH_q,Emb_l2fc,Emb_q
3373,RVBD1233c,rv1233c,-0.17,1,-0.08,1,0.21,1,-0.33,1
3374,RVBD1838c,vapC13,-0.17,1,-0.13,1,0.06,1,0.34,1
3375,RVBD3714c,rv3714c,-0.17,1,-0.08,1,-0.16,1,-0.23,1
3376,RVBD0712,rv0712,-0.17,1,0.00,1,-1.21,0.07376,0.31,1
3377,RVBD3536c,hsaE,-0.17,1,-0.02,1,-0.06,1,-0.30,1
3378,RVBD0144,rv0144,-0.17,1,-0.13,1,-0.38,1,0.01,1
3379,RVBD3256c,rv3256c,-0.17,1,0.80,1,-1.38,0.067435,0.41,1
3380,RVBD0827c,kmtR,-0.17,1,-0.08,1,-1.21,1,0.05,1
3381,RVBD2453c,mobA,-0.17,1,-0.04,1,-0.01,1,0.26,1
3382,RVBD1819c,bacA,-0.17,1,-0.37,1,0.03,1,0.10,1
3383,RVBD3667,acs,-0.17,1,-0.43,1,0.26,1,-0.19,1
3384,RVBD1753c,PPE24,-0.17,1,-0.28,1,0.10,1,0.19,1
3385,RVBD0297,PE_PGRS5,-0.17,1,0.22,1,-0.46,1,0.20,1
3386,RVBD2486,echA14,-0.18,1,-0.27,1,0.12,1,0.05,1
3387,RVBD0980c,PE_PGRS18,-0.18,1,0.19,1,0.03,1,-0.43,1
3388,RVBD3592,mhuD,-0.18,1,-0.73,1,0.08,1,-1.18,1
3389,RVBD1050,rv1050,-0.18,1,-0.46,1,-0.15,1,-0.17,1
3390,RVBD3145,nuoA,-0.18,1,0.10,1,-0.09,1,-0.20,1
3391,RVBD2091c,rv2091c,-0.18,1,-1.10,0.000175,-0.19,1,0.23,1
3392,RVBD2056c,rpsN2,-0.18,1,0.38,1,0.26,1,0.00,1
3393,RVBD0650,rv0650,-0.18,1,0.30,1,-0.06,1,-0.67,1
3394,RVBD2885c,rv2885c,-0.18,1,-0.42,1,-0.07,1,0.92,1
3395,RVBD0477,rv0477,-0.18,1,0.02,1,-0.27,1,-0.08,1
3396,RVBD1796,mycP5,-0.18,1,1.91,1,0.46,1,0.00,1
3397,RVBD2964B,purU,-0.18,1,0.13,1,-0.42,1,0.45,1
3398,RVBD2864c,rv2864c,-0.18,1,-0.34,1,0.04,1,-0.25,1
3399,RVBD1458c,rv1458c,-0.18,1,-0.22,1,-1.56,0.653063,2.23,0.033915
3400,RVBD0313,rv0313,-0.18,1,-0.27,1,-0.28,1,-0.01,1
3401,RVBD0844c,narL,-0.18,1,0.03,1,-0.07,1,0.09,1
3402,RVBD2570,rv2570,-0.18,1,-0.27,1,0.00,1,0.68,1
3403,RVBD0165c,mce1R,-0.18,1,-0.36,1,-0.28,1,-0.06,1
3404,RVBD2451,rv2451,-0.18,1,-0.18,1,0.26,1,-0.15,1
3405,RVBD0469,umaA,-0.18,1,-0.08,1,-0.05,1,0.13,1
3406,RVBD0426c,rv0426c,-0.18,1,0.42,1,-0.12,1,0.20,1
3407,RVBD0787,rv0787,-0.19,1,-0.05,1,-0.22,1,-0.48,1
3408,RVBD1883c,rv1883c,-0.19,1,-0.29,1,0.17,1,0.12,1
3409,RVBD2701c,suhB,-0.19,1,-0.03,1,-0.47,1,0.09,1
3410,RVBD3345c,PE_PGRS50,-0.19,1,0.01,1,-0.48,1,0.39,1
3411,RVBD0466,rv0466,-0.19,1,-0.04,1,-0.36,1,-0.22,1
3412,RVBD1119c,rv1119c,-0.19,1,0.19,1,0.03,1,0.51,1
3413,RVBD2072c,cobL,-0.19,1,-0.18,1,0.19,1,-0.34,1
3414,RVBD2307c,rv2307c,-0.19,1,-0.17,1,0.00,1,0.27,1
3415,RVBD0232,rv0232,-0.19,1,0.11,1,-0.13,1,-0.23,1
3416,RVBD1922,rv1922,-0.19,1,-0.21,1,0.06,1,-0.03,1
3417,RVBD2693c,rv2693c,-0.19,1,-0.51,1,-0.17,1,0.00,1
3418,RVBD2452c,rv2452c,-0.19,1,-0.74,0.774205,0.03,1,0.02,1
3419,RVBD1834,lipZ,-0.19,1,-0.13,1,0.01,1,-0.18,1
3420,RVBD1450c,PE_PGRS27,-0.19,1,-0.18,1,0.12,1,0.22,1
3421,RVBD2236c,cobD,-0.19,1,0.51,1,-0.40,1,0.12,1
3422,RVBD1057,rv1057,-0.20,1,-0.44,1,0.14,1,0.15,1
3423,RVBD2801c,mazF9,-0.20,1,0.01,1,0.31,1,-0.08,1
3424,RVBD0661c,vapC7,-0.20,1,0.06,1,0.02,1,-0.05,1
3425,RVBD0034,rv0034,-0.20,1,-0.50,1,-0.65,1,-0.88,1
3426,RVBD3766,rv3766,-0.20,1,0.17,1,-0.23,1,0.35,1
3427,RVBD3307,deoD,-0.20,1,-0.22,1,0.04,1,-0.27,1
3428,RVBD1204c,rv1204c,-0.20,1,0.08,1,-1.22,1,0.10,1
3429,RVBD0593,lprL,-0.20,1,-0.23,1,-0.33,1,0.57,1
3430,RVBD3551,rv3551,-0.20,1,-0.12,1,0.37,1,-0.27,1
3431,RVBD3477,PE31,-0.20,1,0.08,1,0.02,1,0.06,1
3432,RVBD0106,rv0106,-0.20,1,0.39,1,-0.34,1,0.61,1
3433,RVBD1969,mce3D,-0.20,1,0.25,1,-0.03,1,0.10,1
3434,RVBD3664c,dppC,-0.20,1,0.14,1,-0.02,1,-0.01,1
3435,RVBD2284,lipM,-0.20,1,-0.17,1,-0.04,1,-1.43,1
3436,RVBD1538c,ansA,-0.20,1,-0.21,1,-0.23,1,0.68,1
3437,RVBD3286c,sigF,-0.20,1,0.01,1,-0.09,1,-0.11,1
3438,RVBD1237,sugB,-0.20,1,-0.56,1,-0.11,1,-0.09,1
3439,RVBD2772c,rv2772c,-0.20,1,0.35,1,0.29,1,0.73,1
3440,RVBD0577,TB27.3,-0.20,1,-0.20,1,0.36,1,0.03,1
3441,RVBD3872,PE35,-0.20,1,0.24,1,-0.08,1,0.28,1
3442,RVBD3508,PE_PGRS54,-0.20,1,-0.83,1,-0.15,1,0.82,1
3443,RVBD3700c,rv3700c,-0.20,1,0.41,1,-0.27,1,0.02,1
3444,RVBD0084,hycD,-0.21,1,0.31,1,-0.62,1,-0.29,1
3445,RVBD1984c,cfp21,-0.21,1,0.05,1,0.05,1,0.18,1
3446,RVBD3577,rv3577,-0.21,1,0.21,1,0.06,1,-0.08,1
3447,RVBD1780,rv1780,-0.21,1,-0.03,1,0.42,1,0.83,1
3448,RVBD0145,rv0145,-0.21,1,-0.03,1,0.47,0.823618,-0.11,1
3449,RVBD3687c,rsfB,-0.21,1,-0.82,1,0.01,1,-0.57,1
3450,RVBD3703c,rv3703c,-0.21,1,-0.07,1,0.11,1,-0.49,1
3451,RVBD3366,spoU,-0.21,1,0.06,1,-0.36,1,-0.02,1
3452,RVBD0047c,rv0047c,-0.21,1,-0.83,1,-0.50,1,2.05,0.349275
3453,RVBD2032,acg,-0.21,1,0.08,1,-0.08,1,-0.24,1
3454,RVBD3718c,rv3718c,-0.21,1,-0.56,1,-0.34,1,-0.01,1
3455,RVBD0314c,rv0314c,-0.21,1,-0.34,1,-0.43,1,-0.41,1
3456,RVBD0190,rv0190,-0.21,1,0.01,1,-1.59,0.074824,0.17,1
3457,RVBD0143c,rv0143c,-0.21,1,-0.38,1,-0.22,1,0.67,1
3458,RVBD2393,che1,-0.21,1,0.37,1,4.10,0.010658,-0.63,1
3459,RVBD1569,bioF1,-0.21,1,0.06,1,0.16,1,-0.85,1
3460,RVBD0754,PE_PGRS11,-0.21,1,-0.21,1,-0.06,1,0.07,1
3461,RVBD0874c,rv0874c,-0.21,1,-0.16,1,-0.17,1,0.14,1
3462,RVBD1818c,PE_PGRS33,-0.21,1,0.03,1,-0.10,1,-0.04,1
3463,RVBD1013,pks16,-0.21,1,0.23,1,-1.38,0.023409,1.42,1
3464,RVBD1120c,rv1120c,-0.21,1,-0.18,1,-0.31,1,-0.12,1
3465,RVBD1231c,rv1231c,-0.22,1,-0.02,1,0.05,1,-0.05,1
3466,RVBD2723,rv2723,-0.22,1,-0.24,1,-0.49,1,0.37,1
3467,RVBD0970,rv0970,-0.22,1,-0.23,1,-0.12,1,0.25,1
3468,RVBD0948c,rv0948c,-0.22,1,0.04,1,-0.34,1,0.13,1
3469,RVBD1746,pknF,-0.22,1,-0.12,1,0.21,1,0.00,1
3470,RVBD2288,rv2288,-0.22,1,-0.29,1,-0.26,1,-0.02,1
3471,RVBD0030,rv0030,-0.22,1,-0.28,1,-0.17,1,-0.05,1
3472,RVBD1386,PE15,-0.22,1,0.24,1,-0.66,1,-0.40,1
3473,RVBD2945c,lppX,-0.22,1,-0.56,1,-0.03,1,0.08,1
3474,RVBD1040c,PE8,-0.23,1,-0.10,1,-0.43,1,0.44,1
3475,RVBD0461,rv0461,-0.23,1,0.40,1,-0.26,1,-0.08,1
3476,RVBD3883c,mycP1,-0.23,1,-0.37,1,-0.19,1,-0.03,1
3477,RVBD3437,rv3437,-0.23,1,-0.50,1,-0.13,1,-0.08,1
3478,RVBD0747,PE_PGRS10,-0.23,1,-0.21,1,0.10,1,0.34,1
3479,RVBD3904c,esxE,-0.23,1,-0.90,1,0.08,1,0.09,1
3480,RVBD3153,nuoI,-0.23,1,-0.04,1,0.06,1,0.20,1
3481,RVBD2023c,rv2023c,-0.23,1,0.40,1,0.07,1,0.02,1
3482,RVBD3711c,dnaQ,-0.23,1,-0.16,1,-0.15,1,-0.07,1
3483,RVBD2733c,rv2733c,-0.23,1,0.26,1,-0.46,1,-0.20,1
3484,RVBD2966c,rv2966c,-0.23,1,-0.16,1,1.81,1,0.02,1
3485,RVBD0142,rv0142,-0.23,1,0.24,1,-0.42,1,0.34,1
3486,RVBD0836c,rv0836c,-0.23,1,-0.38,1,-0.05,1,0.06,1
3487,RVBD0209,rv0209,-0.23,1,0.14,1,-0.25,1,-0.09,1
3488,RVBD2688c,rv2688c,-0.23,1,-0.44,1,0.23,1,0.06,1
3489,RVBD1662,pks8,-0.23,1,-0.41,1,0.24,1,-0.09,1
3490,RVBD2406c,rv2406c,-0.23,1,-0.11,1,-0.11,1,0.17,1
3491,RVBD1232c,rv1232c,-0.23,1,0.04,1,-0.03,1,-0.13,1
3492,RVBD1962c,vapC35,-0.23,1,-0.41,1,-0.22,1,0.34,1
3493,RVBD1947,rv1947,-0.24,1,-0.12,1,0.81,1,0.12,1
3494,RVBD1347c,mbtK,-0.24,1,-0.40,1,1.12,1,-0.63,1
3495,RVBD2134c,rv2134c,-0.24,1,-0.01,1,0.85,0.652321,-0.56,1
3496,RVBD1417,rv1417,-0.24,1,-1.10,1,0.37,1,-0.48,1
3497,RVBD1556,rv1556,-0.24,1,-0.40,1,0.06,1,0.20,1
3498,RVBD2128,rv2128,-0.24,1,-0.18,1,0.02,1,0.42,1
3499,RVBD0814c,sseC2,-0.24,1,0.12,1,-1.14,1,-0.04,1
3500,RVBD0231,fadE4,-0.24,1,-0.56,1,-0.12,1,-0.27,1
3501,RVBD2898c,rv2898c,-0.24,1,-0.58,1,0.00,1,-0.23,1
3502,RVBD0502,rv0502,-0.24,1,0.25,1,-0.06,1,-0.05,1
3503,RVBD0484c,rv0484c,-0.24,1,-0.26,1,-0.15,1,0.02,1
3504,RVBD0321,dcd,-0.24,1,-0.32,1,0.28,1,0.87,1
3505,RVBD1727,rv1727,-0.24,1,0.22,1,0.31,1,0.12,1
3506,RVBD3330,dacB1,-0.24,1,-0.99,0.748304,-0.02,1,-0.41,1
3507,RVBD0238,rv0238,-0.24,1,-0.70,1,-1.31,0.066225,1.13,0.30138
3508,RVBD3841,bfrB,-0.25,1,-0.20,1,0.22,1,0.46,1
3509,RVBD2901c,rv2901c,-0.25,1,-0.81,0.466125,-0.28,1,-1.17,1
3510,RVBD2344c,dgt,-0.25,1,0.42,1,0.53,1,0.98,0.17294
3511,RVBD2391,sirA,-0.25,1,-0.18,1,2.97,0.03419,-1.15,1
3512,RVBD1102c,mazF3,-0.25,1,0.17,1,-0.09,1,-0.30,1
3513,RVBD0397A,rv0397A,-0.25,1,-0.77,1,-0.29,1,0.22,1
3514,RVBD2372c,rv2372c,-0.25,1,0.23,1,-0.13,1,-1.05,1
3515,RVBD2010,vapC15,-0.25,1,-0.66,1,-0.50,1,-0.71,1
3516,RVBD1846c,blaI,-0.25,1,-0.25,1,0.38,1,-0.60,1
3517,RVBD1009,rpfB,-0.25,1,-0.11,1,0.10,1,-0.97,1
3518,RVBD3358,relK,-0.25,1,-0.01,1,-0.36,1,0.11,1
3519,RVBD3249c,rv3249c,-0.25,1,-0.01,1,-1.11,1,0.52,1
3520,RVBD2427c,proA,-0.25,1,0.47,1,-1.63,1,0.61,1
3521,RVBD1394c,cyp132,-0.25,1,-0.23,1,0.04,1,-0.65,1
3522,RVBD0825c,rv0825c,-0.25,1,0.02,1,-0.03,1,-0.37,1
3523,RVBD3204,rv3204,-0.25,1,-0.61,1,0.21,1,-0.15,1
3524,RVBD0582,vapC26,-0.25,1,-0.57,1,-0.32,1,-0.19,1
3525,RVBD2781c,rv2781c,-0.25,1,-0.17,1,-0.06,1,0.25,1
3526,RVBD2309Xc,rv2309c,-0.25,1,-0.23,1,0.06,1,0.43,1
3527,RVBD2458,mmuM,-0.25,1,-0.27,1,-0.05,1,0.11,1
3528,RVBD2322c,rocD1,-0.25,1,-0.51,1,-0.18,1,0.17,1
3529,RVBD3651,rv3651,-0.25,1,-0.69,1,-0.27,1,-0.33,1
3530,RVBD0413,mutT3,-0.26,1,-0.73,1,-2.51,0.001751,-0.70,1
3531,RVBD1339,rv1339,-0.26,1,-0.53,1,-1.09,1,1.14,0.155273
3532,RVBD0116c,ldtA,-0.26,1,-0.12,1,-0.38,1,-0.02,1
3533,RVBD0124,PE_PGRS2,-0.26,1,0.14,1,-0.42,1,0.42,1
3534,RVBD0535,pnp,-0.26,1,0.10,1,-0.10,1,-0.11,1
3535,RVBD2205c,rv2205c,-0.26,1,0.27,1,0.04,1,0.35,1
3536,RVBD1222,rseA,-0.26,1,-0.76,1,-0.42,1,0.27,1
3537,RVBD1657,argR,-0.26,1,-0.77,1,0.25,1,-0.29,1
3538,RVBD0180c,rv0180c,-0.26,1,-1.31,1,0.05,1,0.03,1
3539,RVBD2461c,clpP1,-0.26,1,-0.77,1,0.00,1,0.00,1
3540,RVBD3643,rv3643,-0.26,1,-0.36,1,0.23,1,0.07,1
3541,RVBD0242c,fabG4,-0.26,1,0.24,1,0.66,1,0.31,1
3542,RVBD2196,qcrB,-0.27,1,0.62,1,-2.41,1,-0.84,1
3543,RVBD0741,rv0741,-0.27,1,0.02,1,0.33,1,0.14,1
3544,RVBD3538,rv3538,-0.27,1,-0.55,1,0.22,1,0.29,1
3545,RVBD3301c,phoY1,-0.27,1,-0.36,1,-0.17,1,-0.10,1
3546,RVBD3377c,rv3377c,-0.27,1,-0.10,1,-1.50,1,0.12,1
3547,RVBD3920c,rv3920c,-0.27,1,-0.39,1,1.22,0.184206,2.46,0.001543
3548,RVBD0981,mprA,-0.27,1,-0.13,1,0.63,1,-1.37,1
3549,RVBD3277,rv3277,-0.27,1,-1.22,1,2.55,1,-2.53,0.988937
3550,RVBD2395A,aprA,-0.27,1,0.20,1,-0.28,1,-0.05,1
3551,RVBD1184c,rv1184c,-0.27,1,-0.45,1,-0.17,1,-0.44,1
3552,RVBD0493c,rv0493c,-0.27,1,-0.28,1,-0.11,1,0.18,1
3553,RVBD2714,rv2714,-0.27,1,-0.06,1,0.34,1,-0.16,1
3554,RVBD2184c,rv2184c,-0.27,1,0.01,1,0.02,1,0.28,1
3555,RVBD0108c,rv0108c,-0.27,1,0.32,1,-0.10,1,0.04,1
3556,RVBD2551c,rv2551c,-0.27,1,0.53,1,0.21,1,-0.55,1
3557,RVBD1874,rv1874,-0.27,1,-0.28,1,0.40,1,-0.44,1
3558,RVBD2346c,esxO,-0.27,1,-0.19,1,-0.09,1,0.20,1
3559,RVBD0786c,rv0786c,-0.27,1,-0.09,1,0.23,1,0.77,1
3560,RVBD2642,rv2642,-0.27,1,-0.60,1,0.17,1,-0.59,1
3561,RVBD3136A,rv3136A,-0.27,1,-0.02,1,-0.20,1,0.70,1
3562,RVBD2622,rv2622,-0.28,1,-0.04,1,0.29,1,0.15,1
3563,RVBD3622c,PE32,-0.28,1,-0.63,1,0.43,1,-0.20,1
3564,RVBD2827c,rv2827c,-0.28,1,-0.90,1,-0.02,1,-0.29,1
3565,RVBD3724B,cut5b,-0.28,1,-0.15,1,-0.03,1,0.02,1
3566,RVBD2937,drrB,-0.28,1,-0.15,1,-0.01,1,-0.18,1
3567,RVBD2751,rv2751,-0.28,1,-0.08,1,-0.19,1,0.17,1
3568,RVBD2851c,rv2851c,-0.28,1,-0.01,1,0.42,1,0.03,1
3569,RVBD2004c,rv2004c,-0.28,1,-0.47,1,-0.06,1,0.05,1
3570,RVBD1839c,vapB13,-0.28,1,-0.45,1,0.03,1,-0.10,1
3571,RVBD0751c,mmsB,-0.29,1,-0.25,1,-0.04,1,-0.17,1
3572,RVBD1248c,rv1248c,-0.29,1,-2.21,1,1.44,0.842909,-0.85,1
3573,RVBD1470,trxA,-0.29,1,-0.49,1,0.08,1,-0.27,1
3574,RVBD1884c,rpfC,-0.29,1,-0.69,1,0.30,1,-1.33,1
3575,RVBD1005c,pabB,-0.29,1,-0.73,1,-0.52,1,0.29,1
3576,RVBD0880,rv0880,-0.29,1,0.53,1,1.06,1,-0.66,1
3577,RVBD0146,rv0146,-0.29,1,-0.15,1,-0.14,1,-0.21,1
3578,RVBD1445c,devB,-0.29,1,0.37,1,0.51,1,0.01,1
3579,RVBD3284,rv3284,-0.29,1,-0.30,1,0.40,1,-0.20,1
3580,RVBD0051,rv0051,-0.29,1,-0.23,1,-1.46,0.000565,3.10,0
3581,RVBD1853,ureD,-0.29,1,-0.14,1,0.12,1,-0.41,1
3582,RVBD3655c,rv3655c,-0.29,1,-0.01,1,-0.04,1,-0.03,1
3583,RVBD1022,lpqU,-0.29,1,-0.40,1,-0.11,1,-0.73,1
3584,RVBD0494,rv0494,-0.29,1,0.36,1,-0.94,0.225093,0.02,1
3585,RVBD0501,galE2,-0.29,1,0.12,1,0.41,1,0.24,1
3586,RVBD2183c,rv2183c,-0.30,1,-0.05,1,0.16,1,0.86,1
3587,RVBD1174c,TB8.4,-0.30,1,-0.85,0.731901,0.11,1,-0.44,1
3588,RVBD0186Ac,mymT,-0.30,1,-0.09,1,-0.73,1,-0.07,1
3589,RVBD3304,rv3304,-0.30,1,-1.02,1,0.96,1,0.20,1
3590,RVBD1465,rv1465,-0.30,1,0.00,1,-0.32,1,0.85,1
3591,RVBD0643c,mmaA3,-0.30,1,0.38,1,0.08,1,1.52,1
3592,RVBD0875c,rv0875c,-0.30,1,0.33,1,-1.70,1,1.95,0.361836
3593,RVBD3170,aofH,-0.30,1,0.37,1,-0.19,1,0.15,1
3594,RVBD2060,rv2060,-0.30,1,0.43,1,0.51,1,0.33,1
3595,RVBD2095c,pafC,-0.30,1,-0.33,1,0.05,1,0.02,1
3596,RVBD2216,rv2216,-0.30,1,-0.38,1,0.06,1,-1.93,1
3597,RVBD1633,uvrB,-0.31,1,-0.15,1,0.45,1,0.11,1
3598,RVBD0530Ac,rv0530A,-0.31,1,-0.04,1,0.00,1,-0.16,1
3599,RVBD3478,PPE60,-0.31,1,0.06,1,0.27,1,0.46,1
3600,RVBD1103c,mazE3,-0.31,1,0.22,1,0.07,1,-0.10,1
3601,RVBD3542c,rv3542c,-0.31,1,-0.12,1,-0.22,1,0.09,1
3602,RVBD3096,rv3096,-0.31,1,-0.38,1,0.12,1,-0.53,1
3603,RVBD0806c,cpsY,-0.31,1,-0.42,1,-1.11,0.000109,0.52,1
3604,RVBD2558,rv2558,-0.31,1,-0.37,1,0.14,1,-0.30,1
3605,RVBD2176,pknL,-0.31,1,-0.26,1,-0.43,1,-2.12,0
3606,RVBD2894c,xerC,-0.31,1,0.14,1,-0.48,1,-1.21,1
3607,RVBD0954,rv0954,-0.32,1,-0.72,1,-0.06,1,1.33,1
3608,RVBD2185c,TB16.3,-0.32,1,-0.38,1,-0.12,1,-0.11,1
3609,RVBD1183,mmpL10,-0.32,1,-0.83,1,-0.12,1,-0.12,1
3610,RVBD1571,rv1571,-0.32,1,0.60,1,-0.54,1,0.20,1
3611,RVBD0519c,rv0519c,-0.32,1,-0.64,1,-0.27,1,-0.38,1
3612,RVBD1793,esxN,-0.32,1,-0.43,1,-0.02,1,0.34,1
3613,RVBD1607,chaA,-0.32,1,-0.31,1,-0.17,1,-0.38,1
3614,RVBD3236c,rv3236c,-0.32,1,-0.14,1,-0.46,1,-0.24,1
3615,RVBD3668c,rv3668c,-0.33,1,-1.07,1,0.27,1,-0.31,1
3616,RVBD1038c,esxJ,-0.33,1,-0.09,1,0.05,1,0.17,1
3617,RVBD1025,rv1025,-0.33,1,-1.07,1,1.38,1,-0.11,1
3618,RVBD1459c,rv1459c,-0.33,1,-0.41,1,0.56,1,-0.62,1
3619,RVBD3065,mmr,-0.33,1,0.08,1,-0.81,1,0.58,1
3620,RVBD0009,ppiA,-0.33,1,-0.69,1,-0.51,1,0.47,1
3621,RVBD1779c,rv1779c,-0.34,1,0.03,1,0.06,1,-0.36,1
3622,RVBD2989,rv2989,-0.34,1,0.79,1,-1.51,1,3.50,0.061815
3623,RVBD0758,phoR,-0.34,1,-1.02,0.088119,-2.55,0,0.83,0.447138
3624,RVBD0645c,mmaA1,-0.34,1,-0.57,0.752002,0.86,1,-0.32,1
3625,RVBD3835,rv3835,-0.34,1,0.11,1,-0.15,1,-0.22,1
3626,RVBD0037c,rv0037c,-0.34,1,-0.59,1,0.19,1,-1.48,1
3627,RVBD0211,pckA,-0.34,1,-0.06,1,2.62,0.309681,0.59,1
3628,RVBD2507,rv2507,-0.35,1,0.20,1,0.36,1,2.92,0.059531
3629,RVBD2973c,recG,-0.35,1,0.03,1,-0.49,1,-0.15,1
3630,RVBD3197,rv3197,-0.35,1,-0.60,0.801594,0.62,0.470642,-0.01,1
3631,RVBD2342,rv2342,-0.35,1,-1.61,0.085583,-0.63,0.172838,0.34,1
3632,RVBD1621c,cydD,-0.35,1,0.16,1,0.12,1,-1.41,1
3633,RVBD2223c,rv2223c,-0.35,1,-0.21,1,0.04,1,0.22,1
3634,RVBD2231c,cobC,-0.35,1,-0.03,1,0.12,1,-0.34,1
3635,RVBD3305c,amiA1,-0.35,1,0.10,1,0.10,1,0.59,1
3636,RVBD1234,rv1234,-0.35,1,-0.21,1,-0.26,1,0.24,1
3637,RVBD0125,pepA,-0.36,1,0.31,1,0.04,1,0.31,1
3638,RVBD3306c,amiB1,-0.36,1,0.06,1,0.19,1,0.34,1
3639,RVBD1567c,rv1567c,-0.36,1,0.01,1,0.21,1,-0.59,1
3640,RVBD1815,rv1815,-0.36,1,-0.39,1,0.08,1,0.32,1
3641,RVBD3660c,rv3660c,-0.36,1,-0.22,1,0.12,1,0.21,1
3642,RVBD2215,dlaT,-0.36,1,-2.64,1,0.46,1,0.00,1
3643,RVBD2773c,dapB,-0.36,1,0.00,1,0.00,1,0.00,1
3644,RVBD3269,rv3269,-0.36,1,0.60,1,1.82,1,0.29,1
3645,RVBD1638,uvrA,-0.36,1,-0.44,1,0.18,1,0.14,1
3646,RVBD3197A,whiB7,-0.37,1,-0.11,1,0.31,1,-0.38,1
3647,RVBD3303c,lpdA,-0.37,1,-0.14,1,0.02,1,0.13,1
3648,RVBD2922A,acyP,-0.37,1,0.26,1,-0.28,1,0.21,1
3649,RVBD1068c,PE_PGRS20,-0.37,1,-0.72,1,-0.30,1,0.15,1
3650,RVBD3194c,rv3194c,-0.37,1,-0.33,1,-1.02,0.040131,-0.79,0.091084
3651,RVBD3811,rv3811,-0.37,1,-0.98,0.01708,-0.24,1,-0.38,1
3652,RVBD3309c,upp,-0.37,1,-0.53,1,0.07,1,-0.30,1
3653,RVBD3218,rv3218,-0.37,1,-0.17,1,-0.09,1,-0.21,1
3654,RVBD2283,rv2283,-0.38,1,0.23,1,-0.12,1,0.53,1
3655,RVBD2721c,rv2721c,-0.38,1,0.85,0.346467,1.02,0.022326,-0.67,0.441377
3656,RVBD3385c,vapB46,-0.38,1,0.28,1,-0.26,1,-0.67,1
3657,RVBD1058,fadD14,-0.38,1,-0.03,1,-0.24,1,0.23,1
3658,RVBD3662c,rv3662c,-0.38,1,0.74,1,-2.24,0.427124,0.85,1
3659,RVBD0561c,rv0561c,-0.38,1,-1.22,0.207181,-0.15,1,-1.04,1
3660,RVBD2208,cobS,-0.38,1,-0.39,1,0.07,1,0.24,1
3661,RVBD1623c,cydA,-0.39,1,-0.68,1,-1.31,0.810463,0.18,1
3662,RVBD0362,mgtE,-0.39,1,-0.70,1,-1.27,0.014799,-0.05,1
3663,RVBD3620c,esxW,-0.39,1,-0.13,1,0.21,1,0.36,1
3664,RVBD2556c,rv2556c,-0.39,1,-0.49,1,0.27,1,-0.15,1
3665,RVBD0743c,rv0743c,-0.39,1,-0.45,1,0.00,1,0.27,1
3666,RVBD2117,rv2117,-0.40,1,0.67,1,-0.09,1,0.04,1
3667,RVBD0207c,rv0207c,-0.40,1,-0.54,1,0.63,0.511447,-0.16,1
3668,RVBD3770A,rv3770A,-0.40,1,-0.55,1,0.35,1,-0.29,1
3669,RVBD1631,coaE,-0.40,1,0.82,1,3.44,1,-0.31,1
3670,RVBD0882,rv0882,-0.40,1,-3.12,1,0.13,1,-0.84,1
3671,RVBD1287,rv1287,-0.41,1,-0.11,1,-0.20,1,0.30,1
3672,RVBD2791c,rv2791c,-0.41,1,-0.24,1,-0.15,1,0.14,1
3673,RVBD0646c,lipG,-0.41,1,-0.54,1,-0.14,1,-0.13,1
3674,RVBD3488,rv3488,-0.41,1,0.46,1,-0.42,1,-1.46,1
3675,RVBD3530c,rv3530c,-0.41,1,-0.38,1,-0.09,1,-0.39,1
3676,RVBD3261,fbiA,-0.42,1,-0.26,1,2.05,0.494131,0.57,1
3677,RVBD0351,grpE,-0.42,1,-0.33,1,-1.08,1,0.39,1
3678,RVBD1265,rv1265,-0.43,1,0.46,1,0.09,1,-0.11,1
3679,RVBD3259,rv3259,-0.43,1,-0.42,1,-0.34,1,-1.13,0.880197
3680,RVBD0495c,rv0495c,-0.43,1,-0.76,1,1.17,0.435344,-0.41,1
3681,RVBD0093c,rv0093c,-0.43,1,-0.23,1,-0.67,1,-0.27,1
3682,RVBD3816c,rv3816c,-0.43,1,0.01,1,-1.09,1,-0.13,1
3683,RVBD3822,rv3822,-0.43,1,-0.84,0.053743,-0.14,1,-0.11,1
3684,RVBD3566A,rv3566A,-0.43,1,-0.59,1,0.02,1,-1.02,1
3685,RVBD3910,rv3910,-0.44,1,-0.49,1,0.01,1,-2.05,0.102942
3686,RVBD2942,mmpL7,-0.44,1,-0.10,1,-0.21,1,-0.01,1
3687,RVBD0516c,rv0516c,-0.44,1,-0.34,1,0.11,1,-0.83,0.975445
3688,RVBD3720,rv3720,-0.44,1,-0.96,1,-0.59,0.708811,0.77,0.492142
3689,RVBD0757,phoP,-0.45,1,-1.54,0.007126,-2.29,0,0.98,0.219131
3690,RVBD0937c,mku,-0.45,1,-0.77,1,0.37,1,-0.55,1
3691,RVBD0248c,rv0248c,-0.45,1,-0.23,1,1.93,0,0.70,0.580287
3692,RVBD0203,rv0203,-0.45,1,0.22,1,-0.25,1,-1.26,1
3693,RVBD2104c,vapB37,-0.45,1,0.14,1,-0.59,1,-0.38,1
3694,RVBD2055c,rpsR2,-0.45,1,-0.05,1,-0.73,1,0.35,1
3695,RVBD2737c,recA,-0.46,1,-0.14,1,-0.14,1,-0.26,1
3696,RVBD0241c,htdX,-0.46,1,-0.07,1,0.75,0.707047,0.24,1
